"Bivalvia","Calc_worm_tube","Hydrozoa","msp10_spo","msp11_spo","msp12_spo","msp15_spo","msp14_spo","msp16_spo","msp18_spo","msp19_spo","msp1_spo","msp20_spo","msp21_spo","msp22_spo","msp23_spo","msp24_spo","msp25_spo","msp26_spo","msp27_spo","msp28_spo","msp29_spo","msp2_spo","msp30_spo","msp31_spo","msp33_spo","msp34_spo","msp35_spo","msp36_spo","msp3_spo","msp4_spo","msp5_spo","msp7_spo","msp8_spo","msp9_spo","Pina_sp","Cirripedia","Soft_worm_tube","Miniacina_sp_.r._for","Miniacina_sp_.a._for","Miniacina_sp_.j._for","Parasmittina_margaritata_bryo","msp12_bryo","msp14_bryo","Schizomavella_sp_bryo","Smittoidea_cautela_bryo","Watersipora_subtorquata_bryo","Smittipora_harmeriana_bryo","Disporella_novaehollandiae_bryo","msp5_bryo","Crisia_elongata_bryo","Tubulipora_sp_bryo","Scrupocellaria_sp_bryo","Red_biofilm","Green_biofilm","Cyanobacteria","Lissoclinum_sp1_ascc","Didemnidae_sp1_ascc","Lissoclinum_sp2_ascc","Cystodystes_sp_ascc","Polysyncraton_milleporae_ascc","Botryllus_sp1_ascc","msp15_ascc","Botryllus_gregalis_ascc","msp17_ascc","Botryllus_sp2_ascc","Aplidium_sp_ascc","Polycarpa_sp_ascs","Trididemnum_sp_ascc","Botryllus_sp3_ascc","Eusynstyela_hartmeyeri_ascc","msp2_ascs","Botryllus_sp4_ascc","Styela_canopus_ascs","Didemnidae_sp2_ascc","Ascidia_sydneiensis_ascs","Botryllus_sp5_ascc","msp5_ascs","Polysyncraton_rostrum_ascc","msp6_ascs","msp7_ascc","Didemnidae_sp3_ascc","Ascidia_fictile_ascs","msp9_ascc","msp9_ascs","Brown_upright_macroalgae","CCA","Green_encr_macroalgae","Green_upright_macroalgae","Red_upright_Macroalgae"
0,0,9.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.756,2.439,14.634,0,0,0,0,0,0,0,0,21.951,0,0,0,9.756,2.439,0,0,0,0,0,0,0,0,0,2.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.829,0,0,0
3.449,41.377,0,0,0,0,0,0,0,0,0,0,3.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.449,3.449,0,3.449,0,0,0,0,0,0,0,0,0,0,0,0,0,3.449,0,0,0,0,0,0,0,3.449,0,0,0,3.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.585,0,0,0
0,0,0,0,0,10,3.334,3.334,0,6.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666,0,0,3.334,0,0,0,0,0,0,0,3.334,23.333,0,0,0,13.332,0,0,3.334,0,0,0,0,0,0,0,0,0,0,3.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714,0,0,0,0,0,0,0,0,8.571,8.571,8.571,0,0,0,0,0,0,0,0,2.857,0,0,0,5.714,0,5.714,0,0,0,0,0,0,0,0,0,0,0,0,2.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.571,0,0,0
0,0,2.564,2.564,0,2.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.128,0,0,0,0,0,0,0,0,2.564,0,0,0,0,0,0,0,0,2.564,0,23.077,0,0,0,0,0,0,0,7.693,15.384,0,0,0,0,2.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.564,30.769,0,0,0
0,36.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.091,0,0,0,0,0,0,0,0,0,4.546,4.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.454,0,0,0
0,6.25,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,9.375,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.375,0,0,0,34.375,0,0,0
2.857,2.857,8.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2.857,2.857,0,0,0,8.571,0,5.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.857,0,0,0
0,9.756,14.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.196,0,14.634,0,0,0,0,0,0,0,2.439,12.196,0,0,0,9.756,2.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.951,0,0,0
0,68.182,9.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.182,0,0,0
0,3.031,15.153,0,0,0,0,0,0,0,0,3.031,0,0,0,0,0,0,0,0,0,0,0,9.091,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06,9.091,0,0,0,0,0,0,0,0,0,0,0,6.06,0,0,9.091,0,0,0,0,0,0,0,0,0,0,0,0,0,3.031,0,0,0,0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,30.303,0,0,0
0,6.251,0,3.125,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.001,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.875,0,0,0
0,0,21.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.756,31.707,2.439,0,2.439,0,0,0,0,0,0,0,0,4.879,0,0,0,0,0,0,0,0,0,0,0,12.195,0,0,0,0,0,0,0,0,0,0,0,14.634,0,0,0
4,48,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
0,21.875,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,9.375,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,0,0,0
3.029,18.182,3.029,6.062,0,0,0,0,0,0,0,0,9.091,0,0,0,0,0,9.091,6.062,0,0,0,0,0,0,0,0,0,3.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.12,0,0,0
2.174,6.521,47.825,0,0,0,2.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.348,0,2.174,0,0,0,0,0,0,0,2.174,2.174,6.521,0,0,4.348,2.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.217,0,0,2.174
3.846,38.462,3.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.692,0,0,0,0,0,3.846,0,0,0,0,0,0,0,3.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.846,0,0,0,0,0,0,0,0,7.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.232,0,0,0
5.882,0,5.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882,5.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882,0,5.882,0,0,11.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882,0,0,0,0,0,0,11.766,0,0,0,0,35.297,0,0,0
0,0,0,7.5,0,0,0,0,0,0,0,7.5,32.5,0,0,0,0,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0
2.632,7.895,21.053,2.632,0,0,0,0,0,0,0,2.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.263,0,0,0,2.632,0,0,0,0,2.632,0,0,0,0,0,5.263,23.684,0,0,2.632,0,2.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.263,0,0,0,0,7.895,0,0,2.632
0,53.572,14.285,0,0,3.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
4.762,4.762,28.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.333,0,4.762,0,0,0,0,0,0,0,0,0,0,0,9.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.524,0,0,0
2.778,30.555,5.556,0,0,5.556,0,0,0,0,0,2.778,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,0,0,2.778,0,0,0,2.778,2.778,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,0,0,0,16.666,0,0,0
0,11.765,0,0,0,5.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.648,0,0,0,2.941,0,2.941,0,0,0,0,0,0,0,0,0,5.883,0,0,2.941,2.941,2.941,0,0,0,0,0,0,0,0,0,0,0,2.941,0,0,0,0,0,0,0,0,0,0,2.941,0,0,5.883,0,0,0,0,29.412,0,0,0
0,56,7.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.001,0,0,0
0,10.714,21.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.143,0,0,0,10.714,0,14.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.143,0,0,0
0,7.142,3.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142,0,0,0,0,0,0,0,0,0,0,28.571,0,3.572,0,0,0,17.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.571,0,0,0
0,2.083,2.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.167,0,2.083,0,0,6.25,0,0,0,0,0,47.917,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,2.083,0,0,0,0,0,0,0,0,0,0,0,0,0,2.083,0,0,0,0,25,0,0,0
0,60,4.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.001,0,0,0
0,21.429,10.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.571,0,0,0,0,0,0,0,0,0,0,3.571,10.714,0,0,21.429,3.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.858,7.142,0,0
3.448,6.897,0,0,0,3.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.344,0,0,0,0,0,0,0,0,0,0,3.448,0,17.241,0,0,0,17.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.139,0,0,3.448
0,2.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,2.5,0,0,17.499,0,7.5,0,7.5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0,0
0,25.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.226,0,0,3.226,0,16.129,0,0,0,0,0,0,0,0,0,0,9.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.71,0,0,0
0,17.39,21.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.695,0,4.349,0,0,0,0,0,0,4.349,0,0,0,0,8.695,0,0,0,0,8.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.088,0,0,0
0,8.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.513,2.703,0,0,0,0,0,0,0,0,2.703,32.432,0,5.406,0,0,0,2.703,0,0,0,0,0,0,0,0,0,0,0,2.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.027,0,0,0
0,4.762,0,0,0,0,11.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.381,0,2.381,0,0,4.762,0,0,0,0,0,50,0,0,0,2.381,0,2.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.762,0,0,0,0,0,2.381,0,0,0,0,11.905,0,0,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.143,3.571,0,0,0,0,0,0,0,0,0,0,3.571,3.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.143,0,0,0
0,12,16.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,28.002,0,0,0
6.249,31.25,6.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.249,0,0,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,9.375,0,0,3.125,0,3.125,9.375,6.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.626,0,0,0
4.256,2.128,0,0,0,0,14.894,0,0,0,0,0,0,0,0,0,0,2.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.128,0,0,0,0,0,0,0,0,0,0,19.148,0,2.128,0,2.128,6.382,4.256,0,0,0,0,0,0,0,2.128,0,0,0,0,0,0,0,0,0,0,23.404,0,0,0,0,0,0,0,0,0,0,0,14.894,0,0,0
0,47.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.809,0,9.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.286,0,0,0
3.03,15.152,12.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.061,0,0,0,0,0,0,18.182,3.03,0,0,0,0,0,0,0,0,0,3.03,6.061,0,0,0,9.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.212,0,0,0
2.778,11.111,13.888,8.333,0,2.778,5.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,2.778,0,0,0,0,0,0,0,0,5.556,2.778,0,0,0,0,13.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.222,0,0,2.778
0,52.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.044,0,0,0
0,0,4.348,0,0,2.174,41.305,2.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.174,0,0,0,0,0,0,0,0,0,0,17.392,2.174,0,0,8.695,2.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.392,0,0,0
0,7.143,10.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.714,0,0,0,0,0,0,0,0,0,0,0,25.003,3.571,0,0,0,0,0,0,0,0,0,0,3.571,0,3.571,0,3.571,3.571,3.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.571,0,0,0,0,21.431,0,0,0
3.571,17.858,21.429,3.571,0,0,14.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.143,0,10.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.571,10.714,0,0,0
13.043,26.087,8.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.348,0,0,0,0,0,0,0,0,0,0,0,8.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.782,0,0,0
0,7.317,0,0,0,0,12.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.317,0,2.439,2.439,0,0,0,0,0,31.707,4.878,0,0,7.317,0,4.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.512,0,0,0
11.999,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,16,0,4,0,7.999,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
0,10.256,2.564,0,0,0,10.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.949,0,0,0,0,7.692,0,0,0,2.564,0,0,0,0,2.564,0,0,0,0,0,0,0,0,0,0,7.692,5.128,2.564,0,2.564,0,5.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.077,0,0,0
0,10.526,2.631,0,0,0,2.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.631,0,0,0,0,0,2.631,0,5.264,21.054,0,0,0,2.631,2.631,7.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.58,0,0,5.264
0,49.999,2.942,0,0,0,0,0,0,2.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.942,0,0,0,0,5.882,0,8.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.47,0,0,0
10.345,13.794,3.448,0,0,0,10.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.345,0,0,0,17.242,0,0,0,0,0,0,3.448,0,0,0,0,0,0,0,0,0,0,0,0,0,10.345,0,0,0,0,0,0,0,0,0,0,0,10.345,0,0,0
6.451,22.581,9.677,0,0,3.226,0,0,0,0,0,6.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.226,0,0,0,0,0,0,0,0,3.226,0,0,0,0,0,0,3.226,0,9.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.032,0,0,0
2.5,7.499,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,9.999,30,0,0,0,7.499,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,20.001,0,0,0
0,35.295,11.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.413,0,0,0
3.704,11.111,25.927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.407,0,0,0,0,0,3.704,0,0,0,0,3.704,0,0,0,11.111,7.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111,0,0,0,0,11.111,0,0,0
11.112,25.927,7.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.112,0,7.407,0,0,0,0,0,0,0,0,0,0,0,0,18.518,11.112,3.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.703,0,0,0
8.572,8.572,2.857,2.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.286,2.857,5.715,0,0,5.715,0,0,0,2.857,0,8.572,0,2.857,0,8.572,0,2.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.858,0,0,0
0,77.275,0,0,0,4.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545,0,0,0,0,4.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.091,0,0,0
4.167,8.333,0,0,0,4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.167,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.499,0,0,0,8.333,8.333,4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.834,0,0,0
