"","Acanthastrea","Acropora","Astrea","Astreopora","CCA","Cladiella","Coscinaraea","Cyanobacteria","Cyphastrea","Dead_coral","Dictyosphaeria","Dipsastraea","Echinopora","Echinostrephus_molaris","Favites","Foraminifera","Galaxea","Goniastrea","Green_turfing_algae","Halimeda","Hard_coral","Hard_Substrate","Hydnophora","Leptastrea","Liagora","Lobophytum","Millepora","Molluscs","Montipora","Neomeris","Padina","Paramontastrea","Pavona","Platygyra","Plesiastrea","Pocillopora","Porites","Psammocora","Sand","Sarcophyton","Soft_Coral","Stylocoeniella","Turbinaria","Turbinaria_algae","Turf_algae","Turf_and_sand","Ulva"
"2C_14",0,0,0,2.777667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.703667,0,2.778,47.222,0,0,0,0,5.556,25,0
"2C_15",0,0,0,0.9524397,17.1428865,17.1428865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7146384,0,0,0,0,0,2.8573192,54.2849502,0
"2C_16",0,0,0,5.5555556,0,16.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779444,0,0,0,0,0,0,0,0,0,0,0.6944861,0,0,5.5558889,0,0,0,0,0,2.7779444,52.7769445,0
"2C_17",0,0,0,0,13.888722,0,0,2.777944,0,0,0,0,0,0,0,0,0,1.851963,0,0,0,0,0,0,5.555889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.666667,55.554889,0
"2C_18",0,0,0,0,29.411516,0,2.941363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.470682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882727,0,0,0,0,0,14.705758,44.117273,0
"2C_19",0,0,0,0,2.7779444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779444,0.9259815,0,5.5558889,0,0,0,0,0,0,74.9985,2.7779444
"2C_20",0,0,0,0,29.4115156,0,0,2.9413633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7353408,0,0,2.9413633,0,0,0,0,0,2.9413633,58.8230312,0
"3A_01",0,0,0,0,44.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6945,0.926,0,2.778,0,0,0,0,0,25,19.444,2.778
"3A_02",0,0,0,0,47.222472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333083,0,0,0,0,8.333083,36.111361,0
"3A_03",0,0,0,0,38.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,8.333,0,0,0,0,0,50,0
"3A_04",0,0,0,0,13.888861,0,0,0,0,2.777972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.944431,0,0,0,0,11.110889,0,0,0,2.777972,41.666583,0
"3A_05",0,0,0,0,47.221528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777972,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777972,0,0,0,0,0,5.555944,41.666583,0
"3A_06",0,0,0,0,26.470713,44.118208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.823218,20.587862,0
"3A_07",0,0,0,0,44.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.778,27.778,0
"3A_08",0,0,0,0,21.874473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.156206,0,0,0,0,0,0,0,0,3.125246,34.375457,0
"3A_09",0,0,0,0,31.428454,0,0,2.857319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.000051,0,0,0,0,0,0,0,0,5.714638,39.999383,0
"3A_10",0,0.5555944,0,0,22.2217778,0,0,5.5559444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4722153,0,0,0,0,0,0,0,0,0,55.5554444,0
"3A_11",0,4.7058076,0,0,29.411827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7353486,0,0,0,0,0,0,0,0,29.411827,14.7059135,0
"3A_12",0,0,2.941426,0,52.941426,23.529287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.587862,0,0
"3A_13",0,0,0,0,17.647308,2.941394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.764519,0,0,0,2.941394,0,0,0,0,0,0,0,0,17.647308,0,0,0,0,0,0,47.058076,0
"3A_14",0,7.058786,0,0,20.587862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882851,38.235356,0
"3A_15",0,1.111178,0,0,41.666167,0,0,0,0,0,0,1.388972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.555889,41.666167,2.777944
"3A_16",0,0,0,1.010178,69.696837,0,0,0,0,0,0,1.515267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090512,15.151581,0
"3A_17",0,0,0,0.9259907,38.8886111,0,0,0,0,0,0,0,0,0,0,0,0,0.9259907,0,0,0,0,0,0,0,2.7779722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2217778,30.5556944,0
"3A_18",0,1.111189,8.332917,1.851981,19.443806,0,0,0,0,5.555944,0,1.388986,0,0,0,0,5.555944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777972,44.443556,0
"3A_19",0,0,0,0,44.4435556,0,0,0,0,0,0,2.7779722,0,0,2.7779722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9259907,0,0,0,0,0,0,0,5.5559444,36.1106389,0
"3A_20",0,0,0,0,48.571311,0,0,0,0,0,0,0,0,2.857378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.428483,37.142828,0
"3B_01",0,1.142939,0,0,17.143063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.999949,0,0,0,0,0,0,0,0,19.999383,17.143063,0
"3B_02",0,0,0,0,31.428454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.143041,0,0,0,0,0,0,0,0,2.857319,37.142064,0
"3B_03",0,0,0,0,45.454248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545479,0,0,0,0,0,0,0,0,18.181917,18.181917,0
"3B_04",0,0,0,1.851981,22.221778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.555944,66.666333,0
"3B_05",0,3.75007,0,0,18.75035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.49958,24.99972,0
"3B_06",0,0,0,0,13.889,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,27.778,0
"3B_07",0,0,0,0,11.42848,54.28607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.28545,0
"3B_08",0,0,0,7.070597,24.242358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.151747,39.394105,0
"3B_09",0,0,0,9.523907,14.285861,0,0,0,0,2.857378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.999897,0,0,0,0,0,0,0,0,8.571105,25.714344,0
"3B_10",0,9.4444,0,0,5.556,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5555,0,0,0,0,0,0,0,0,2.778,19.444,0
"3B_11",0,3.52925,0,0,14.705913,26.470433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.147176,0,0,0,0,0,0,0,0,2.941394,17.647308,0
"3B_12",0,3.8888,0,0,22.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.778,30.556,0
"3B_13",0,2.7778,0,0,16.667,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6945,0,0,0,0,0,0,0,0,8.333,33.333,0
"3B_14",0,0,0,0.9259907,16.6668333,22.2217778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3889861,0,0,0,0,0,0,0,0,16.6668333,36.1106389,0
"3B_15",0,1.142939,0,0,17.143063,51.42816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714697,19.999383,0
"3B_16",0,1.142939,0,0,25.71408,0,0,5.714697,0,2.857349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.142754,0,0,0,0,0,0,0,0,17.143063,34.285097,0
"3B_17",0,0.6061069,0,0,63.6357686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1821157,15.1515813,0
"3B_18",0,0.5882727,0,0,26.4701523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8235606,0,0,0,0,0,0,0,0,17.6471211,17.6471211,0
"3B_19",0,0.5882727,0,0,32.3528789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9413633,0,0,0,0,0,0,0,0,0,0,0.7353408,0,0,0,0,0,0,0,0,29.4115156,26.4701523,2.9413633
"3B_20",0,4.5713933,0,0,65.7145502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7143445,0,0,0,0,0,0,0,0,8.5711053,0,0
"3C_01",0,0,0,0,14.705913,14.705913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.470697,0,0,0,0,0,0,0,0,20.587644,44.11774,0
"3C_02",0,0,0,0,13.888861,11.110889,5.555944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777972,0,0,0,0,0,41.666583,24.99975,0
"3C_03",0,0,0,0,31.428777,2.857349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.428366,54.285509,0
"3C_04",0,0,0,0,27.27293,12.12118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.12118,48.48472,0
"3C_05",0,0,0,0,2.941394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.940865,41.176346,0
"3C_06",0,5.454585,0,0,24.242358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.272926,21.211791,0
"3C_07",0,0,0,0,25.71408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428674,1.904899,0,0,0,0,0,0,0,25.71408,37.142446,0
"3C_08",0,0,0,0,5.882789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941394,0,0,0,2.941394,0,0,0,0,0,0,0,0,0,0,2.205781,6.862548,0,2.941394,0,0,0,0,0,14.705913,41.176346,0
"3C_09",0,0,0,0,13.888861,0,0,0,0,0,0,0,0,0,0,0,2.777972,0,0,0,2.777972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388986,0,0,0,0,0,0,0,0,24.99975,49.9995,0
"3C_10",0,0,0,0,52.9408651,0,0,5.8827889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7353486,0,0,0,0,0,0,0,0,8.8231246,29.411827,0
"3C_11",0,0,0,0,20.587644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941394,0,0,0,0,0,29.411827,44.11774,2.941394
"3C_12",0,0,0,0,24.99975,0,0,0,5.555944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777972,0,0,0,0,0,47.221528,13.888861,5.555944
"3C_13",0,0,0,0,17.1430629,22.8567314,0,0,0,0,0,0,0,0,1.4286743,0,0,0,0,0,0,0,0,0,11.4283657,0,0,0,0,0,0,0,0,0,0,0.7143371,0,0,0,0,0,0,0,0,17.1430629,25.71408,0
"3C_14",0,0,0,0,27.777722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777972,2.777972,0,0,0,0,11.110889,55.555444,0
"3C_15",0,0,0,0,14.2855673,0,0,0,0,2.8573192,0,0,0,0,0,0,5.7146384,0,0,0,0,0,0,0,2.8573192,0,0,0,0,0,0,0,0,0,0,0.7143298,0,0,2.8573192,0,0,0,0,0,17.1428865,48.5703119,2.8573192
"3C_16",0,0,0,3.8094552,14.2857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7146971,0,0,0,0,0,0,0,0,0,0,4.2857657,0.9524495,0,0,2.8573486,0,0,0,0,19.9993829,25.71408,0
"3C_17",0,0,0,0,31.428777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857006,0,0,0,0,0,0,0,42.857143,14.285714,0
"3C_18",0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,61.111,2.778
"3C_19",0,0,0,0,22.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111,0,0,0,0,5.556,61.111,0
"3C_20",1.3889722,0,0,0.9259815,16.6666667,0,0,2.7779444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779444,0,0,0,0,0,0,0,0,1.3889722,1.851963,0,0,0,0,0,0,0,13.8887222,47.2210556,0
"4A_01",0,0,0,0.9524397,2.8573192,0,0,0,0,0,0,0,0,5.7146384,0,0,0,0,0,0,2.8573192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7143298,1.9048795,0,0,0,0,0,0,0,71.4268082,5.7146384,0
"4A_02",0,0,0,0,2.941363,0,0,0,0,2.941363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941363,0,0,0,0,0,0,0,0,0,2.941099,0,2.941363,0,0,0,0,0,0,29.411516,44.117273,0
"4A_03",0,0,0,0,19.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,0,41.667,33.333,0
"4A_04",0,0,0,0,33.333333,0,0,0,3.030501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.120915,1.515251,0,0,0,0,0,0,0,0,39.393245,0,6.061003
"4A_05",0,0,0,0,35.2935571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9804648,0,2.9413945,2.9413945,0,0,0,0,26.4704325,29.411827,0
"4A_06",1.428645,0,0,0,31.428131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28542,0,0,0,0,2.85729,0,0,0,0,1.428645,0,0,5.71458,0,0,0,0,0,31.428131,5.71458,0
"4A_07",0,0,0,0,14.285861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.999589,0,0,0,0,11.428483,0,0,0,0,0,0,0,5.714756,0,0,0,0,0,28.571722,19.999589,0
"4A_08",1.388972,1.111178,0,0,2.777944,0,0,0,0,0,0,0,0,5.555889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.555889,0,0,0,0,0,0,0,2.777944,0,0,0,0,0,55.554889,19.443611,0
"4A_09",0,0,0,0,8.3329167,0,2.7779722,0,0,0,0,0,0,0,1.3889861,0,0,0,0,0,0,0,0,0,2.7779722,0,0,0,0,0,0,0,0,0,0,0,0.9259907,0,5.5559444,0,0,0,0,0,55.5554444,19.4438056,0
"4A_10",0,0,0,0,13.8887222,0,2.7779444,0,0,0,0,0,0,2.7779444,0,0,0,0,0,0,0,0,0,0,5.5558889,0,0,0,0,0,0,0,0,0,0,0.6944861,0.9259815,0,5.5558889,0,0,0,0,0,33.3323334,30.5553889,0
"4A_11",0,0,2.857319,0,5.714638,0,0,0,0,2.857319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714638,0,0,0,0,0,0,0,0,0,0,0,12.380688,0,0,0,0,2.857319,0,0,25.713816,17.142887,0
"4A_12",0,0,0,0,41.176346,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94113,1.96093,0,0,0,0,0,0,0,23.529038,14.705913,0
"4A_13",0,0,0,0,2.8573486,0,0,0,0,2.8573486,0,0,0,0,0,0,0,0.9524495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5714286,3.8094552,0,2.8573486,5.7146971,0,0,0,0,22.8567314,34.2850971,0
"4A_14",0,0,0,0,31.428777,2.857349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857349,0,0,2.857349,0,0,0,0,0,0,0,0,0,0,2.857091,2.857006,0,0,0,0,0,0,0,34.285097,2.857349,2.857349
"4A_15",0,0,0,0,60.605664,6.061003,0,0,0,0,0,0,0,3.030501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.030229,0,0,0,0,0,0,0,0,15.151416,3.030501,0
"4A_16",0,0,0,0,31.4287771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8573486,0,0,0,0,0.7143371,0,1.4286743,0,0,0,0,0,0,22.8567314,37.1424457,0
"4A_17",0,0,0,0,71.8750352,0,0,0,0,0,0,0,0,3.1252461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7813115,1.0417487,0,0,0,0,0,0,0,9.3746133,9.3746133,0
"4A_18",0,0,0,0,27.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,50,19.444,0
"4A_19",0,0,0,0,5.7146384,0,0,0,0,0,0,0,0,2.8573192,0,0,0,0,0,0,0,0,0,0,2.8573192,0,0,0,0,0,5.7146384,0,0,0,0,0.7143298,0.9524397,0,0,0,0,0,0,0,22.8564963,51.427631,2.8573192
"4A_20",0,0,0,0,2.941394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882789,0,0,0,0,0,2.941394,0,0,0,0,1.470697,0,0,0,0,0,0,0,0,35.293557,47.058076,0
"4B_01",0,0,0,0,5.555889,0,0,0,0,0,0,0,0,2.777944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777944,0,0,0,0,2.083458,0,0,0,0,0,0,0,0,41.666167,38.888222,0
"4B_02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.444,0,0,0,0,0.6945,0.926,0,0,0,0,0,0,0,8.333,66.667,0
"4B_03",0,0,0,0,17.647308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.411827,0.9804648,0,0,0,0,0,0,0,38.2349516,23.5290381,0
"4B_04",0,0,0,0,5.8827266,0,0,0,0,0,0,0,0,2.9413633,0,0,2.9413633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7353408,0,0,14.7057578,0,0,0,0,0,2.9413633,64.704699,2.9413633
"4B_05",0,0,0,0,23.52929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76464,64.70607,0
"4B_06",0,0.6061069,0,0,15.1515813,9.0905124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0305344,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3031625,39.3936749,0
"4B_07",0,0.5556,0,0,0,0,0,2.778,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,6.94425,0,0,0,0,0,0,0,0,41.667,19.444,0
"4B_08",0,0,0,0,0,37.1428278,0,0,0,0,0,0,0,5.7147559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7143445,0,0,0,0,0,0,0,0,8.5711053,45.7139331,0
"4B_09",0,0,0,2.857035,0,0,0,0,0,0,0,0,0,2.857378,0,0,0,3.809494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428689,0,0,0,0,0,0,0,0,11.428483,59.999794,0
"4B_10",0,0,0,1.041737,18.7501406,0,0,0,0,0,0,0,0,0,0,0,9.3745078,1.041737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7813027,0,0,0,0,0,0,0,0,31.2498594,31.2498594,0
"4B_11",0,0,0,0,5.5559444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7779722,0,0,0,0,0.6944931,0,0,2.7779722,0,0,0,0,0,33.3326667,52.7774722,0
"4B_12",0,0.5714638,0,0,0,0,0,0,0,2.8573192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8573192,0,2.8573192,0,0,3.5713918,0,1.4286596,0,0,0,0,0,0,31.4284539,39.9993829,0
"4B_13",0,0,0,0.9259815,13.8887222,0,0,0,0,0,0,0,0,2.7779444,0,0,0,0,0,0,0,0,0,0,2.7779444,0,0,0,0,0,5.5558889,0,0,0,5.5558889,0,0.9259815,0,0,0,0,0,0,0,8.3328333,55.5548889,0
"4B_14",0,0,0,0,29.411827,0,0,0,0,0,0,0,0,2.941394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94113,3.921506,0,0,0,0,0,0,0,17.647308,26.470433,0
"4B_15",0,0,0,0,0,0,0,0,0,0,0,0,0,2.857349,0,0,0,0,0,0,0,0,0,0,0,0,14.285714,0,0,0,5.714697,0,0,0,0,0,0,0,0,0,0,0,0,0,14.285714,62.856526,0
"4B_16",0,0,0,0,8.5710171,0,0,0,0,0,0,0,0,0,1.4286743,0,0,0.9524495,0,0,0,0,0,0,0,0,2.8573486,0,0,0,2.8573486,0,0,0,0,0,0.9524495,0,0,0,0,0,0,0,5.7146971,71.4275429,0
"4B_17",0,0,0,4.761954,8.571105,0,0,0,0,0,0,0,0,0,0,0,0,2.857035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857378,0,2.857378,0,0,0,8.571105,48.571311,5.714756
"4B_18",0,0,0,0,5.714697,5.714697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.571017,0,0,0,0,0,0,0,8.571017,0,0,0,0,0,5.714697,65.713874,0
"4B_19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857091,0,0,0,0,0,0,0,0,25.71408,57.142857,0
