Transect;Station;Name;Acanthastrea;Acropora;Astrea;Astreopora;Coscinarea;Cyphastrea;Dipsatrea;Favites;Galaxea;Goniastrea;Other Hard Coral;Leptastrea;Montipora;Paramontastrea;Pavona;Platygyra;Pocillopora;Porites;Psammocora;Cladiella;Echinostrephus;Lobophytum;Millepora;Molluscs;Sarcophytum;Other Soft Corals;Sand;Dead Corals;Cyanobacteria;CCA;Dictyosphaeria;Halimeda;Amphiroa;Neomeris;Padina;Turbinaria;Turf;Turf_sand;Ulva
C;2;RUNTRANS2C_05,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,941394462;38,23495156;0;0;2,941394462;0;0;0;14,70591349;41,17634602;0
C;2;RUNTRANS2C_06,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,85734857;0;0;0;0;0;0;0;0;0;0;0;37,14244572;0;0;0;0;0;0;28,57142857;31,42877714;0
C;2;RUNTRANS2C_07,jpg;0;0;0;3,030534434;0;0;0;0;0;0;0;0;0;0;0;0;6,061068869;6,061068869;0;0;0;0;0;0;0;0;9,090512398;0;0;15,15158127;0;0;0;0;0;0;9,090512398;51,51472176;0
C;2;RUNTRANS2C_08,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,332916671;13,88886111;0;0;0;0;0;0;0;0;0;2,77797222;0;30,55569444;0;0;2,77797222;0;0;0;5,555944441;36,11063889;0
C;2;RUNTRANS2C_09,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,556;0;0;0;0;0;0;11,111;83,333;0
C;2;RUNTRANS2C_10,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,222;0;0;0;0;0;0;2,778;75;0
C;2;RUNTRANS2C_11,jpg;2,85731918;0;0;5,714638361;0;0;2,85731918;0;0;0;0;0;0;0;0;0;5,714638361;0;0;0;0;0;0;0;0;0;5,714638361;0;0;8,570928989;0;0;11,42824817;0;0;0;17,14288653;39,99938287;0
C;2;RUNTRANS2C_12,jpg;0;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;11,111;0;0;0;0;0;0;0;0;0;0;0;0;11,111;0;0;0;0;0;0;16,667;58,333;0
C;2;RUNTRANS2C_13,jpg;0;0;2,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36,111;0;0;0;0;0;0;0;0;0;0;8,333;16,667;0;0;2,778;0;0;0;0;33,333;0
C;2;RUNTRANS2C_14,jpg;0;0;0;8,571105305;0;0;0;0;0;0;0;0;0;0;0;0;0;11,42848327;0;0;0;0;0;0;45,71393306;0;2,85737796;0;0;0;0;0;0;0;0;0;5,714755919;25,71434449;0
C;2;RUNTRANS2C_15,jpg;0;0;0;2,85731918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,14288653;0;0;0;0;0;0;5,714638361;0;0;17,14288653;0;0;0;0;0;0;2,85731918;54,28495022;0
C;2;RUNTRANS2C_16,jpg;0;0;0;17,14288653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,14288653;0;0;0;0;0;0;5,714638361;0;0;0;0;0;2,85731918;0;0;0;2,85731918;54,28495022;0
C;2;RUNTRANS2C_17,jpg;0;0;0;0;0;0;0;0;0;5,882726637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,941363319;14,70575779;0;0;5,882726637;0;0;0;11,76439447;58,82303115;0
C;2;RUNTRANS2C_18,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,82312457;0;0;32,35322145;0;0;0;0;0;0;14,70591349;44,11774048;0
C;2;RUNTRANS2C_19,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,332916671;2,77797222;0;0;0;0;0;0;0;0;5,555944441;0;0;5,555944441;0;0;0;0;0;0;0;74,99925001;2,77797222
C;2;RUNTRANS2C_20,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,941363319;0;0;0;0;0;0;0;0;0;2,941363319;0;2,941363319;29,41151558;0;0;0;0;0;0;2,941363319;58,82303115;0
A;3;RUNTRANS3A_01,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;2,778;0;0;0;0;0;0;0;0;2,778;0;0;44,444;0;0;0;0;0;0;25;19,444;2,778
A;3;RUNTRANS3A_02,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;50;0;0;0;0;0;0;8,333;38,889;0
A;3;RUNTRANS3A_03,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,555944441;0;2,77797222;0;0;41,66658333;0;0;0;0;0;0;0;49,9995;0
A;3;RUNTRANS3A_04,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,77772222;0;0;11,11088889;0;0;0;0;0;0;0;2,77797222;0;13,88886111;0;0;0;0;0;0;2,77797222;41,66658333;0
A;3;RUNTRANS3A_05,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,77797222;0;0;47,22152778;0;0;2,77797222;0;0;0;5,555944441;41,66658333;0
A;3;RUNTRANS3A_06,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44,11820762;0;0;0;0;0;0;0;0;0;26,4707128;0;0;0;0;0;0;8,823217992;20,58786159;0
A;3;RUNTRANS3A_07,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44,444;0;0;0;0;0;0;27,778;27,778;0
A;3;RUNTRANS3A_08,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40,62482422;0;0;0;0;0;0;0;0;0;0;0;0;21,87447266;0;0;0;0;0;0;3,125246093;34,37545703;0
A;3;RUNTRANS3A_09,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,99938286;0;0;0;0;0;0;0;0;0;0;0;2,85734857;31,42877714;0;0;0;0;0;0;5,71469714;39,99979429;0
A;3;RUNTRANS3A_10,jpg;0;2,77797222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,88886111;0;0;0;0;0;0;0;0;0;0;0;5,555944441;22,22177778;0;0;0;0;0;0;0;55,55544445;0
A;3;RUNTRANS3A_11,jpg;0;23,52903806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,941394462;0;0;0;0;0;0;0;0;0;0;0;0;29,41182699;0;0;0;0;0;0;29,41182699;14,70591349;0
A;3;RUNTRANS3A_12,jpg;0;0;0;0;0;0;2,941425607;0;0;0;0;0;0;0;0;0;0;0;0;23,5292872;0;0;0;0;0;0;0;0;0;52,94142561;0;0;0;0;0;0;20,58786159;0;0
A;3;RUNTRANS3A_13,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,70591349;0;0;0;0;0;0;17,64730796;0;0;17,64730796;0;0;0;2,941394462;0;0;0;47,05807613;0
A;3;RUNTRANS3A_14,jpg;0;35,29393079;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,58786159;0;0;0;0;0;0;5,882851213;38,2353564;0
A;3;RUNTRANS3A_15,jpg;0;5,555944441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41,66658333;0;0;0;0;0;0;5,555944441;44,44355556;2,77797222
A;3;RUNTRANS3A_16,jpg;0;0;0;3,030534434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72,7273719;0;0;0;0;0;0;9,090512398;15,15158127;0
A;3;RUNTRANS3A_17,jpg;0;0;0;2,77797222;0;0;0;0;0;2,77797222;0;0;0;0;0;0;0;0;0;0;0;2,77797222;0;0;0;0;0;0;0;38,88861111;0;0;0;0;0;0;22,22177778;30,55569444;0
A;3;RUNTRANS3A_18,jpg;0;5,555888882;5,555888882;2,777944441;0;0;5,555888882;0;5,555888882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,555888882;0;22,22155557;0;0;0;0;0;0;2,777944441;44,44311114;0
A;3;RUNTRANS3A_19,jpg;0;0;0;0;0;0;5,555944441;5,555944441;0;0;0;0;0;0;0;0;0;2,77797222;0;0;0;0;0;0;0;0;0;0;0;44,44355556;0;0;0;0;0;0;5,555944441;36,11063889;0
A;3;RUNTRANS3A_20,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,85737796;0;0;0;0;0;0;0;0;48,57131102;0;0;0;0;0;0;11,42848327;37,14282776;0
B;3;RUNTRANS3B_01,jpg;0;5,71469714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,99979429;0;0;0;0;0;0;0;0;0;0;0;0;17,14306286;0;0;0;0;0;0;19,99938286;17,14306286;0
B;3;RUNTRANS3B_02,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28,57142857;0;0;0;0;0;0;0;0;0;0;0;0;31,42877714;0;0;0;0;0;0;2,85734857;37,14244572;0
B;3;RUNTRANS3B_03,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,18191735;0;0;0;0;0;0;0;0;0;0;0;0;45,45424794;0;0;0;0;0;0;18,18191735;18,18191735;0
B;3;RUNTRANS3B_04,jpg;0;0;0;5,555944441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,22177778;0;0;0;0;0;0;5,555944441;66,66633334;0
B;3;RUNTRANS3B_05,jpg;0;18,75035156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,75035156;0;0;0;0;0;0;37,49957813;24,99971875;0
B;3;RUNTRANS3B_06,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;13,889;0;0;0;0;0;0;8,333;27,778;0
B;3;RUNTRANS3B_07,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54,28606694;0;0;0;0;0;0;0;0;0;11,42848327;0;0;0;0;0;0;0;34,2854498;0
B;3;RUNTRANS3B_08,jpg;0;0;0;21,21179063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24,24235813;0;0;0;0;0;0;15,15174656;39,39410468;0
B;3;RUNTRANS3B_09,jpg;0;0;0;28,57172245;0;0;0;0;0;0;0;0;0;0;0;0;19,99958857;0;0;0;0;0;0;0;0;0;0;2,85737796;0;14,28586122;0;0;0;0;0;0;8,571105305;25,71434449;0
B;3;RUNTRANS3B_10,jpg;0;47,222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,222;0;0;2,778;0;0;0;0;0;0;0;0;0;5,556;0;0;0;0;0;0;2,778;19,444;0
B;3;RUNTRANS3B_11,jpg;0;17,64730796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,5876436;0;0;26,47043253;0;0;0;0;0;0;0;0;0;14,70591349;0;0;0;0;0;0;2,941394462;17,64730796;0
B;3;RUNTRANS3B_12,jpg;0;19,444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,222;0;0;0;0;0;0;27,778;30,556;0
B;3;RUNTRANS3B_13,jpg;0;13,889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,778;0;0;25;0;0;0;0;0;0;0;0;0;16,667;0;0;0;0;0;0;8,333;33,333;0
B;3;RUNTRANS3B_14,jpg;0;0;0;2,77797222;0;0;0;0;0;0;0;0;0;0;0;0;5,555944441;0;0;22,22177778;0;0;0;0;0;0;0;0;0;16,66683333;0;0;0;0;0;0;16,66683333;36,11063889;0
B;3;RUNTRANS3B_15,jpg;0;5,71469714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51,42816;0;0;0;0;0;0;0;0;0;17,14306286;0;0;0;0;0;0;5,71469714;19,99938286;0
B;3;RUNTRANS3B_16,jpg;0;5,71469714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,571017146;0;0;0;0;0;0;0;0;0;0;2,85734857;5,71469714;25,71408;0;0;0;0;0;0;17,14306286;34,28509715;0
B;3;RUNTRANS3B_17,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,85734857;0;0;0;0;0;5,71469714;0;0;0;0;0;0;59,99917715;0;0;0;0;0;0;17,14306286;14,28571429;0
B;3;RUNTRANS3B_18,jpg;0;2,941394462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35,2935571;0;0;0;0;0;0;0;0;0;0;0;0;26,47043253;0;0;0;0;0;0;17,64730796;17,64730796;0
B;3;RUNTRANS3B_19,jpg;0;2,941363319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,941363319;0;0;0;0;0;0;0;0;0;0;0;0;32,35287889;0;0;2,941363319;0;0;0;29,41151558;26,47015226;2,941363319
B;3;RUNTRANS3B_20,jpg;0;22,85696653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71,42827755;0;0;0;0;0;0;5,714755919;0;0
C;3;RUNTRANS3C_01,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,882788925;0;0;14,70591349;0;0;0;0;0;0;0;0;0;14,70591349;0;0;0;0;0;0;20,5876436;44,11774048;0
C;3;RUNTRANS3C_02,jpg;0;0;0;0;5,555944441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,11088889;0;0;0;0;0;0;2,77797222;0;0;13,88886111;0;0;0;0;0;0;41,66658333;24,99975;0
C;3;RUNTRANS3C_03,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,85734857;0;0;0;0;0;0;0;0;0;31,42877714;0;0;0;0;0;0;11,42836572;54,28550857;0
C;3;RUNTRANS3C_04,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,12117906;0;0;0;0;0;0;0;0;0;27,27292562;0;0;0;0;0;0;12,12117906;48,48471625;0
C;3;RUNTRANS3C_05,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,941394462;0;0;0;0;0;0;2,941394462;0;0;0;0;0;0;52,94086505;41,17634602;0
C;3;RUNTRANS3C_06,jpg;0;27,27292562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24,24235813;0;0;0;0;0;0;27,27292562;21,21179063;0
C;3;RUNTRANS3C_07,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,71469714;5,71469714;0;0;0;0;0;0;0;0;0;0;0;25,71408;0;0;0;0;0;0;25,71408;37,14244572;0
C;3;RUNTRANS3C_08,jpg;0;0;0;0;0;0;0;0;0;0;2,941394462;0;0;0;0;0;8,82312457;20,5876436;0;0;0;0;0;0;0;0;2,941394462;0;0;5,882788925;0;0;2,941394462;0;0;0;14,70591349;41,17634602;0
C;3;RUNTRANS3C_09,jpg;0;0;0;0;0;0;0;0;2,77797222;0;2,77797222;0;0;0;0;0;5,555944441;0;0;0;0;0;0;0;0;0;0;0;0;13,88886111;0;0;0;0;0;0;24,99975;49,9995;0
C;3;RUNTRANS3C_10,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,941394462;0;0;0;0;0;0;0;0;0;0;0;5,882788925;52,94086505;0;0;0;0;0;0;8,82312457;29,41182699;0
C;3;RUNTRANS3C_11,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,941394462;0;0;20,5876436;0;0;0;0;0;0;29,41182699;44,11774048;2,941394462
C;3;RUNTRANS3C_12,jpg;0;0;0;0;0;5,555944441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,77797222;0;0;24,99975;0;0;0;0;0;0;47,22152778;13,88886111;5,555944441
C;3;RUNTRANS3C_13,jpg;0;0;0;0;0;0;0;2,85734857;0;0;0;0;0;0;0;0;2,85734857;0;0;22,85673143;0;0;0;0;0;0;0;0;0;17,14306286;0;0;11,42836572;0;0;0;17,14306286;25,71408;0
C;3;RUNTRANS3C_14,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,77797222;0;2,77797222;0;0;27,77772222;0;0;0;0;0;0;11,11088889;55,55544445;0
C;3;RUNTRANS3C_15,jpg;0;0;0;0;0;0;0;0;5,714638361;0;0;0;0;0;0;0;2,85731918;0;0;0;0;0;0;0;0;0;2,85731918;2,85731918;0;14,28556735;0;0;2,85731918;0;0;0;17,14288653;48,57031186;2,85731918
C;3;RUNTRANS3C_16,jpg;0;0;0;11,42836572;0;0;0;0;0;0;0;0;0;0;0;0;17,14306286;2,85734857;0;0;0;0;0;0;2,85734857;0;0;0;0;14,28571429;0;0;5,71469714;0;0;0;19,99938286;25,71408;0
C;3;RUNTRANS3C_17,jpg;0;0;0;0;0;0;0;0;0;0;2,85734857;0;0;0;0;0;0;8,571017146;0;0;0;0;0;0;0;0;0;0;0;31,42877714;0;0;0;0;0;0;42,85714286;14,28571429;0
C;3;RUNTRANS3C_18,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33,333;0;0;0;0;0;0;2,778;61,111;2,778
C;3;RUNTRANS3C_19,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,111;0;0;0;0;22,222;0;0;0;0;0;0;5,556;61,111;0
C;3;RUNTRANS3C_20,jpg;2,777944441;0;0;2,777944441;0;0;0;0;0;0;0;0;0;0;0;0;5,555888882;5,555888882;0;0;0;0;2,777944441;0;0;0;0;0;2,777944441;16,66666667;0;0;0;0;0;0;13,88872223;47,22105558;0
A;4;RUNTRANS4A_01,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,85731918;5,714638361;0;0;5,714638361;0;2,85731918;0;0;0;0;0;0;0;0;0;0;0;0;0;77,14144656;5,714638361;0
A;4;RUNTRANS4A_02,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,76451903;0;0;0;0;2,941394462;0;0;0;0;0;2,941394462;0;8,82312457;0;0;0;0;0;0;29,41182699;44,11774048;0
A;4;RUNTRANS4A_03,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,556;0;0;19,444;0;0;0;0;0;0;41,667;33,333;0
A;4;RUNTRANS4A_04,jpg;0;0;0;0;0;0;0;0;0;0;0;12,1209146;0;0;0;0;6,061002749;0;0;0;0;0;0;0;0;0;0;0;0;33,33333333;0;0;0;0;0;0;42,42374656;0;6,061002749
A;4;RUNTRANS4A_05,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,941363319;0;0;0;0;0;0;2,941363319;0;2,941363319;0;0;32,35287889;0;0;0;0;0;0;29,41151558;29,41151558;0
A;4;RUNTRANS4A_06,jpg;0;0;0;0;0;0;0;0;2,857289792;0;0;0;0;0;0;0;5,714579583;0;0;11,42813062;0;2,857289792;0;0;0;0;5,714579583;0;0;31,42813062;0;0;0;0;2,857289792;0;31,42813062;5,714579583;0
A;4;RUNTRANS4A_07,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,99958857;0;0;0;0;0;0;5,714755919;0;0;14,28586122;0;0;0;0;11,42848327;0;28,57172245;19,99958857;0
A;4;RUNTRANS4A_08,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,77797222;0;0;0;5,555944441;0;0;0;0;0;2,77797222;0;0;2,77797222;0;0;0;0;5,555944441;0;61,1103889;19,44380556;0
A;4;RUNTRANS4A_09,jpg;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;0;2,778;0;0;0;0;0;0;0;0;5,556;0;0;8,333;0;0;2,778;0;0;0;58,333;19,444;0
A;4;RUNTRANS4A_10,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,777944441;2,777944441;0;0;2,777944441;0;0;0;0;0;5,555888882;0;0;13,88872223;0;0;5,555888882;0;0;0;36,11027779;30,55538889;0
A;4;RUNTRANS4A_11,jpg;0;0;2,85731918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,99938287;0;0;0;0;0;0;0;0;0;2,85731918;0;5,714638361;0;0;5,714638361;0;0;0;25,71381552;17,14288653;0
A;4;RUNTRANS4A_12,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,82312457;5,882788925;0;0;0;0;0;0;0;0;0;0;0;44,11774048;0;0;0;0;0;0;26,47043253;14,70591349;0
A;4;RUNTRANS4A_13,jpg;0;0;0;0;0;0;0;0;0;2,85734857;0;0;0;0;0;0;14,28571429;11,42836572;0;0;0;0;0;0;5,71469714;0;2,85734857;2,85734857;0;2,85734857;0;0;0;0;0;0;22,85673143;34,28509715;0
A;4;RUNTRANS4A_14,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,12104683;9,090512398;0;0;0;0;0;0;0;0;0;0;0;33,33369697;0;0;3,030534434;0;0;0;36,3631405;3,030534434;3,030534434
A;4;RUNTRANS4A_15,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,45206243;0;0;3,226031215;3,226031215;0;0;0;0;0;0;0;0;67,74084913;0;0;0;0;0;0;16,1289948;3,226031215;0
A;4;RUNTRANS4A_16,jpg;0;0;0;0;0;0;0;0;0;0;2,941394462;0;0;0;0;0;2,941394462;0;0;0;0;0;0;0;0;0;0;0;0;32,35322145;0;0;0;0;2,941394462;0;23,52903806;35,2935571;0
A;4;RUNTRANS4A_17,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,226068679;0;0;0;3,226068679;0;0;0;0;0;0;0;0;74,19377315;0;0;0;0;0;0;9,677044745;9,677044745;0
A;4;RUNTRANS4A_18,jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,778;0;0;0;0;2,778;0;50;19,444;0
